id,date,total.start,total.end,flow,weekday,Name,District,Public,Total.docks,bikelanedist,tstopdist
14,2019-09-08,17,15,-2,Sunday,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,Boston,Yes,25,50.633071758277,306.706374413058
15,2019-09-08,28,32,4,Sunday,Brighton Mills - 370 Western Ave,Boston,Yes,15,10.6754960246955,1356.15705749185
16,2019-09-08,57,56,-1,Sunday,Back Bay T Stop - Dartmouth St at Stuart St,Boston,Yes,19,17.6192568251956,133.513147502602
17,2019-09-08,43,37,-6,Sunday,Soldiers Field Park - 111 Western Ave,Boston,Yes,15,10.485803165791,1085.99658566927
19,2019-09-08,45,67,22,Sunday,Park Dr at Buswell St,Boston,Yes,15,7.09393506491699,211.906614030851
20,2019-09-08,75,92,17,Sunday,Aquarium T Stop - 200 Atlantic Ave,Boston,Yes,23,39.5541216989071,60.6526658518969
21,2019-09-08,47,41,-6,Sunday,Prudential Center - 101 Huntington Ave,Boston,Yes,18,32.0227333238324,94.685636818552
22,2019-09-08,74,54,-20,Sunday,South Station - 700 Atlantic Ave,Boston,Yes,47,10.5400491474276,53.8447200541226
23,2019-09-08,60,55,-5,Sunday,Boston City Hall - 28 State St,Boston,Yes,21,33.4960563278972,20.6095897416495
24,2019-09-08,32,36,4,Sunday,Seaport Square - Seaport Blvd at Northern Ave,Boston,Yes,19,15.4762000515065,231.159308601827
25,2019-09-08,29,33,4,Sunday,South End Library - Tremont St at W Newton St,Boston,Yes,15,244.15461181728801,375.871366211238
26,2019-09-08,45,44,-1,Sunday,Washington St at Waltham St,Boston,Yes,15,134.993439348208,26.0914376033871
27,2019-09-08,54,61,7,Sunday,Roxbury Crossing T Stop - Columbus Ave at Tremont St,Boston,Yes,23,7.21485424669012,77.1986180541441
29,2019-09-08,11,9,-2,Sunday,Innovation Lab - 125 Western Ave at Batten Way,Boston,Yes,19,10.5346377044995,1235.11443735503
30,2019-09-08,30,39,9,Sunday,Brigham Circle - Francis St at Huntington Ave,Boston,Yes,15,8.34342898881258,29.95379554947
31,2019-09-08,16,25,9,Sunday,Seaport Hotel - Congress St at Seaport Ln,Boston,Yes,19,113.84016326286,94.1499095566576
33,2019-09-08,88,85,-3,Sunday,Kenmore Square,Boston,Yes,27,1.35781104491186,124.895279820423
35,2019-09-08,35,32,-3,Sunday,Arch St at Franklin St,Boston,Yes,0,21.2242897274061,188.400903687114
36,2019-09-08,87,76,-11,Sunday,Copley Square - Dartmouth St at Boylston St,Boston,Yes,33,7.8050387291808,48.1215484432905
37,2019-09-08,6,10,4,Sunday,New Balance - 20 Guest St,Boston,Yes,15,123.291945197309,1105.17320766162
39,2019-09-08,56,59,3,Sunday,Washington St at Rutland St,Boston,Yes,27,324.187430538133,30.1668172907283
40,2019-09-08,77,78,1,Sunday,Lewis Wharf at Atlantic Ave,Boston,Yes,19,16.4825529845093,491.473296161778
41,2019-09-08,88,91,3,Sunday,Packard's Corner - Commonwealth Ave at Brighton Ave,Boston,Yes,27,8.02762869332691,126.461589375364
42,2019-09-08,73,93,20,Sunday,Boylston St at Arlington St,NA,NA,NA,20.9648730848941,52.2197789950697
43,2019-09-08,37,37,0,Sunday,Rowes Wharf at Atlantic Ave,Boston,Yes,15,8.7056706765837,282.770575303433
44,2019-09-08,41,25,-16,Sunday,Congress St at Boston City Hall,Boston,Yes,23,173.464036931743,181.420120525163
46,2019-09-08,87,93,6,Sunday,Christian Science Plaza - Massachusetts Ave at Westland Ave,Boston,Yes,19,12.7111170225871,127.771388780441
47,2019-09-08,83,81,-2,Sunday,Cross St at Hanover St,Boston,Yes,19,10.1467687642953,151.744505186652
48,2019-09-08,12,6,-6,Sunday,Post Office Square,Boston,Yes,0,3.01103166981185,363.997089623799
49,2019-09-08,21,22,1,Sunday,Stuart St at Charles St,Boston,Yes,18,9.45423135734839,250.411369824645
50,2019-09-08,33,31,-2,Sunday,Boylston St at Berkeley St,Boston,Yes,15,93.065772842288,202.0968466778
51,2019-09-08,18,10,-8,Sunday,Washington St at Lenox St,Boston,Yes,15,226.062007195031,18.9484532362003
52,2019-09-08,107,96,-11,Sunday,Newbury St at Hereford St,Boston,Yes,0,25.7553354292006,138.661930409674
53,2019-09-08,160,163,3,Sunday,Beacon St at Massachusetts Ave,Boston,Yes,0,5.76054832521979,377.007635304831
54,2019-09-08,56,56,0,Sunday,Tremont St at West St,Boston,Yes,15,151.726159056425,160.648476929942
55,2019-09-08,113,115,2,Sunday,Boylston St at Massachusetts Ave,Boston,Yes,15,4.90545178384023,102.025335874774
56,2019-09-08,11,9,-2,Sunday,Dudley Square - Bolling Building,Boston,Yes,18,46.1102972209678,19.5957690330284
57,2019-09-08,39,48,9,Sunday,Columbus Ave at Massachusetts Ave,NA,NA,NA,11.8907977026337,233.372025127537
58,2019-09-08,144,155,11,Sunday,Mugar Way at Beacon St,Boston,Yes,19,5.39468228965765,446.235768282152
59,2019-09-08,40,48,8,Sunday,Chinatown Gate Plaza,Boston,Yes,19,11.1389501052616,273.662832281318
60,2019-09-08,115,126,11,Sunday,Charles Circle - Charles St at Cambridge St,Boston,Yes,19,81.1598880996801,110.569547320642
61,2019-09-08,98,98,0,Sunday,Boylston St at Fairfield St,Boston,Yes,19,187.930644005315,346.562796502215
63,2019-09-08,6,4,-2,Sunday,Dorchester Ave at Gillette Park,Boston,Yes,15,139.338157954237,162.929454964503
64,2019-09-08,28,41,13,Sunday,Congress St at Sleeper St,Boston,Yes,0,54.1516582624807,250.972242538126
65,2019-09-08,5,13,8,Sunday,Boston Convention and Exhibition Center - Summer St at West Side Dr,Boston,Yes,23,217.294805549097,233.962194075209
66,2019-09-08,30,36,6,Sunday,Commonwealth Ave at Griggs St,Boston,Yes,15,3.34793080944493,140.205785334272
67,2019-09-08,275,274,-1,Sunday,MIT at Mass Ave / Amherst St,Cambridge,Yes,27,11.8243855418109,750.2735282197
68,2019-09-08,246,245,-1,Sunday,Central Square at Mass Ave / Essex St,Cambridge,Yes,19,3.60028776897071,72.5037392505895
69,2019-09-08,57,63,6,Sunday,Coolidge Corner - Beacon St at Centre St,Brookline,Yes,19,963.616443649439,179.133172058129
71,2019-09-08,39,48,9,Sunday,Conway Park - Somerville Avenue,Somerville,Yes,23,370.17632115474,1094.62006664846
72,2019-09-08,21,21,0,Sunday,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge,Yes,23,1.36350556503259,254.514568306699
73,2019-09-08,109,110,1,Sunday,Harvard Square at Brattle St / Eliot St,Cambridge,Yes,15,5.11706342881881,185.616425558099
74,2019-09-08,199,196,-3,Sunday,Harvard Square at Mass Ave/ Dunster,Cambridge,Yes,19,11.0883410160356,88.7427148471599
75,2019-09-08,82,70,-12,Sunday,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,Yes,15,5.86815359041176,346.258279145221
76,2019-09-08,106,115,9,Sunday,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,Yes,17,3.96900599727314,175.827939122135
77,2019-09-08,25,12,-13,Sunday,Somerville City Hall,Somerville,Yes,19,944.434731941222,1736.50188334113
78,2019-09-08,63,59,-4,Sunday,Union Square - Somerville,Somerville,Yes,19,598.111936150521,1492.66599363351
79,2019-09-08,46,40,-6,Sunday,Beacon St at Washington / Kirkland,NA,NA,NA,318.054880955106,1194.38115965234
80,2019-09-08,97,94,-3,Sunday,MIT Stata Center at Vassar St / Main St,Cambridge,Yes,35,13.2539908102315,410.175295077828
81,2019-09-08,61,55,-6,Sunday,Chinatown T Stop,Boston,Yes,19,1.34214394410361,9.15783360908885
82,2019-09-08,19,18,-1,Sunday,Beacon St at Tappan St,Brookline,Yes,15,608.060035285816,50.1846240518361
84,2019-09-08,68,61,-7,Sunday,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,Yes,15,106.143209753186,440.92835749835
85,2019-09-08,27,26,-1,Sunday,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,Yes,19,151.058956231039,1292.34552740562
86,2019-09-08,27,34,7,Sunday,Brookline Village - Station Street at MBTA,Brookline,Yes,19,244.235953164293,60.0441349533904
87,2019-09-08,73,69,-4,Sunday,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge,Yes,15,73.8983930177624,865.742062115121
89,2019-09-08,49,46,-3,Sunday,Harvard Law School at Mass Ave / Jarvis St,Cambridge,Yes,19,7.12346397467081,559.937047716766
90,2019-09-08,38,61,23,Sunday,Lechmere Station at Cambridge St / First St,Cambridge,Yes,19,10.7497150922887,58.2873427496996
91,2019-09-08,75,68,-7,Sunday,One Kendall Square at Hampshire St / Portland St,Cambridge,Yes,19,4.22833944253388,623.809716301091
92,2019-09-08,22,32,10,Sunday,University of Massachusetts Boston - Campus Center,Boston,Yes,19,3.53587043537302,1423.27237427312
93,2019-09-08,14,16,2,Sunday,JFK/UMass T Stop,Boston,Yes,15,183.677132586286,102.734185956114
94,2019-09-08,38,39,1,Sunday,Main St at Austin St,Boston,Yes,11,4.5920083896937,508.10620350551
95,2019-09-08,51,45,-6,Sunday,Cambridge St - at Columbia St / Webster Ave,Cambridge,Yes,15,3.56400099781194,1138.57468946862
96,2019-09-08,49,48,-1,Sunday,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,Yes,19,28.2578818452723,649.011719227095
97,2019-09-08,121,119,-2,Sunday,Harvard University River Houses at DeWolfe St / Cowperthwaite St,Cambridge,Yes,21,10.654562424257,556.800761053563
98,2019-09-08,42,43,1,Sunday,Warren St at Chelsea St,Boston,Yes,23,20.1134976027131,745.121518460561
99,2019-09-08,17,17,0,Sunday,Wilson Square,Somerville,Yes,15,232.049893260989,564.380620437575
100,2019-09-08,72,71,-1,Sunday,Davis Square,Somerville,Yes,25,1.12036122033517,69.3686860692451
101,2019-09-08,14,13,-1,Sunday,Ball Sq,NA,NA,NA,541.773521153976,960.63974236086
102,2019-09-08,25,14,-11,Sunday,Powder House Circle - Nathan Tufts Park,Somerville,Yes,15,578.444920013503,642.00648616086
103,2019-09-08,28,27,-1,Sunday,JFK Crossing at Harvard St. / Thorndike St.,Brookline,Yes,15,278.585373599814,479.413961563304
104,2019-09-08,34,39,5,Sunday,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,Yes,19,5.52107616372907,862.532915390925
105,2019-09-08,112,119,7,Sunday,Lower Cambridgeport at Magazine St / Riverside Rd,Cambridge,Yes,19,92.688398903162,702.789890886439
106,2019-09-08,4,7,3,Sunday,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,Boston,Yes,0,623.232288031768,843.274057956429
107,2019-09-08,85,81,-4,Sunday,Ames St at Main St,Cambridge,Yes,19,3.70521290384202,167.365253562509
108,2019-09-08,43,41,-2,Sunday,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Cambridge,Yes,17,42.7873956817445,466.306110050468
109,2019-09-08,7,8,1,Sunday,West End Park,Boston,Yes,35,70.4974737806111,285.428080088192
110,2019-09-08,44,46,2,Sunday,Harvard University Gund Hall at Quincy St / Kirkland St,Cambridge,Yes,15,31.1867600869416,478.698726510571
111,2019-09-08,14,12,-2,Sunday,Packard Ave at Powderhouse Blvd,Somerville,Yes,15,758.415269692851,864.998922816829
112,2019-09-08,5,10,5,Sunday,Clarendon Hill at Broadway,Somerville,Yes,0,284.842317445229,1353.55193819132
113,2019-09-08,25,26,1,Sunday,Andrew T Stop - Dorchester Ave at Dexter St,Boston,Yes,0,4.70427118532579,40.1654647424507
114,2019-09-08,14,20,6,Sunday,Teele Square,Somerville,Yes,0,390.556172331164,685.615467820846
115,2019-09-08,45,40,-5,Sunday,Porter Square Station,Cambridge,Yes,19,22.3981503957277,36.2389881833153
116,2019-09-08,52,51,-1,Sunday,359 Broadway - Broadway at Fayette Street,Cambridge,Yes,23,145.481659071425,597.670365447678
117,2019-09-08,21,21,0,Sunday,Binney St / Sixth St,Cambridge,Yes,19,7.35945064726301,408.117880024231
118,2019-09-08,30,30,0,Sunday,Linear Park - Mass. Ave. at Cameron Ave. ,Cambridge,Yes,19,6.65442019668061,692.262015774703
119,2019-09-08,66,65,-1,Sunday,South Boston Library - 646 E Broadway,Boston,Yes,15,274.616200339137,1040.22477741805
120,2019-09-08,83,83,0,Sunday,Beacon St at Charles St,Boston,Yes,0,228.899678779546,484.993012924695
121,2019-09-08,63,61,-2,Sunday,W Broadway at Dorchester St,Boston,Yes,17,298.339009542115,1098.33063624844
122,2019-09-08,74,73,-1,Sunday,Burlington Ave at Brookline Ave,Boston,Yes,0,41.7103651356216,328.468644072549
124,2019-09-08,14,11,-3,Sunday,Curtis Hall - South St at Centre St,Boston,Yes,15,12.2524792823733,614.873457794539
125,2019-09-08,37,38,1,Sunday,Hyde Square - Barbara St at Centre St,Boston,Yes,15,3.50902319588086,683.169852313539
126,2019-09-08,5,6,1,Sunday,Egleston Square - Atherton St at Washington St,Boston,Yes,15,14.4846791767966,503.621422587055
128,2019-09-08,16,16,0,Sunday,E Cottage St at Columbia Rd,Boston,Yes,0,20.8900717586471,792.965880410551
129,2019-09-08,7,7,0,Sunday,Hayes Square - Vine St at Moulton St,Boston,Yes,0,128.852826925066,1182.76290538197
130,2019-09-08,6,10,4,Sunday,Uphams Corner,Boston,Yes,0,25.7450499853053,1135.54515968246
131,2019-09-08,30,30,0,Sunday,Jackson Square T Stop,Boston,Yes,18,6.50372129561562,31.7790498382951
133,2019-09-08,29,21,-8,Sunday,Green Street T Stop - Green St at Amory St,Boston,Yes,23,19.2916744725463,96.006225648599
134,2019-09-08,23,18,-5,Sunday,Boylston St at Dartmouth St,Boston,Yes,0,75.7323593844725,130.173765100643
135,2019-09-08,1,0,-1,Sunday,ID Building East,Boston,Yes,17,285.347341754882,50.9404797179162
136,2019-09-08,3,2,-1,Sunday,ID Building West,Boston,Yes,19,42.8697758466902,59.050352150562
137,2019-09-08,23,33,10,Sunday,Magoun Square at Trum Field,Somerville,Yes,15,540.668193395883,1200.3294486069601
138,2019-09-08,19,19,0,Sunday,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,Boston,Yes,15,786.986353076926,876.411617960671
139,2019-09-08,47,48,1,Sunday,Dana Park,Cambridge,Yes,19,212.782233357752,537.776600360112
140,2019-09-08,15,15,0,Sunday,Danehy Park,Cambridge,Yes,17,38.1578126941684,1103.01978347481
141,2019-09-08,29,26,-3,Sunday,Kendall Street,Cambridge,Yes,15,66.9351671669304,355.000724323879
142,2019-09-08,20,15,-5,Sunday,Alewife Station at Russell Field,Cambridge,Yes,23,15.4645430246267,215.579542146895
143,2019-09-08,42,47,5,Sunday,EF - North Point Park,Cambridge,Yes,23,1.87978232560206,393.795241003138
144,2019-09-08,21,20,-1,Sunday,Rogers St & Land Blvd,Cambridge,Yes,19,29.8850383237321,573.303784368959
145,2019-09-08,14,13,-1,Sunday,Rindge Avenue - O'Neill Library,Cambridge,Yes,19,239.966242143842,714.291519514632
146,2019-09-08,49,47,-2,Sunday,Murphy Skating Rink - 1880 Day Blvd,Boston,Yes,19,26.7345319831141,829.134981851057
149,2019-09-08,76,73,-3,Sunday,175 N Harvard St,Boston,Yes,18,10.9069921145178,1372.93610585147
150,2019-09-08,13,15,2,Sunday,State Street at Channel Center,Boston,Yes,19,50.0745399819683,413.714361774161
151,2019-09-08,39,58,19,Sunday,Surface Rd at India St,Boston,Yes,19,13.0199182774783,152.409232885757
152,2019-09-08,35,40,5,Sunday,Ink Block - Harrison Ave at Herald St,Boston,Yes,15,130.845472598402,138.439735465547
156,2019-09-08,29,19,-10,Sunday,Somerville Hospital,NA,NA,NA,297.768790836742,831.719428550337
157,2019-09-08,90,94,4,Sunday,Seaport Blvd at Sleeper St,Boston,Yes,15,9.0675342624408,137.728301101966
159,2019-09-08,16,11,-5,Sunday,S Huntington Ave at Heath St,Boston,Yes,15,2.64941624180627,93.3152430238515
160,2019-09-08,41,43,2,Sunday,Wentworth Institute of Technology - Huntington Ave at Vancouver St,Boston,Yes,14,5.21851030367189,113.166351481729
161,2019-09-08,47,50,3,Sunday,W Broadway at D St,Boston,Yes,23,59.4599442688355,609.53982749017
162,2019-09-08,1,2,1,Sunday,Franklin Park - Seaver St at Humboldt Ave,Boston,Yes,15,8.77942484506359,1293.22802336642
163,2019-09-08,22,20,-2,Sunday,The Lawn on D,Boston,Yes,19,11.0400858197297,410.670025242712
167,2019-09-08,14,14,0,Sunday,Ryan Playground - Dorchester Ave at Harbor View St,Boston,Yes,0,3.99640411983215,486.277578771865
169,2019-09-08,9,5,-4,Sunday,Edwards Playground - Main St at Eden St,Boston,Yes,19,2.40013110560924,579.515977425351
170,2019-09-08,3,4,1,Sunday,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,Boston,Yes,14,5.65003986884782,1969.38628022091
171,2019-09-08,5,4,-1,Sunday,Bunker Hill Community College,Boston,Yes,23,340.342488733504,107.197078698776
173,2019-09-08,3,7,4,Sunday,Savin Hill T Stop - S Sydney St at Bay St,Boston,Yes,14,313.392856446608,26.9975120399344
174,2019-09-08,9,9,0,Sunday,Washington St at Brock St,Boston,Yes,15,3.69677815890253,1084.70981572359
175,2019-09-08,24,32,8,Sunday,Brighton Center - Washington St at Cambridge St,Boston,Yes,17,4.08500678044527,827.324220210036
176,2019-09-08,31,25,-6,Sunday,Lesley University,Cambridge,Yes,15,14.1708244465676,174.841441884053
177,2019-09-08,64,63,-1,Sunday,University Park,Cambridge,Yes,19,9.91539243974549,438.561420446877
178,2019-09-08,159,166,7,Sunday,MIT Pacific St at Purrington St,Cambridge,Yes,19,20.3792742012431,684.184960207748
179,2019-09-08,124,126,2,Sunday,MIT Vassar St,Cambridge,Yes,25,8.08250042179109,654.350167709738
180,2019-09-08,18,15,-3,Sunday,Mt Auburn,Cambridge,Yes,19,8.41233762535624,1180.44857162112
181,2019-09-08,14,16,2,Sunday,Huron Ave At Vassal Lane,Cambridge,Yes,19,13.8734856065164,1451.3576714938
182,2019-09-08,18,20,2,Sunday,Museum of Science,Cambridge,Yes,19,41.3205374034098,300.643286022164
183,2019-09-08,21,17,-4,Sunday,Alewife MBTA at Steel Place,Cambridge,Yes,18,14.5139106459273,73.4522567379988
184,2019-09-08,31,21,-10,Sunday,Sidney Research Campus/ Erie Street at Waverly,NA,NA,NA,23.1830652208962,853.877210111438
185,2019-09-08,44,47,3,Sunday,Third at Binney,Cambridge,Yes,15,13.1143330698343,438.871621173127
186,2019-09-08,42,37,-5,Sunday,Congress St at Northern Ave,Boston,Yes,0,21.420527733557,119.608152130246
187,2019-09-08,5,5,0,Sunday,Cypress St at Clark Playground,Brookline,Yes,0,735.022790166512,399.540241205833
188,2019-09-08,8,5,-3,Sunday,Foss Park,Somerville,Yes,15,1262.3793464676,1099.00526817386
189,2019-09-08,107,94,-13,Sunday,Kendall T,Cambridge,Yes,23,2.59611107212208,101.888891781425
190,2019-09-08,85,70,-15,Sunday,Nashua Street at Red Auerbach Way,Boston,Yes,37,50.1928742390002,310.366399542476
191,2019-09-08,5,2,-3,Sunday,Tappan St at Brookline Hills MBTA,Brookline,Yes,15,1167.08019874768,168.190357680579
192,2019-09-08,18,15,-3,Sunday,Purchase St at Pearl St,Boston,Yes,19,7.02755348929779,282.066358194047
193,2019-09-08,13,15,2,Sunday,Brookline Town Hall,Brookline,Yes,15,593.84106110436,326.669385553161
194,2019-09-08,13,8,-5,Sunday,Broadway St at Mt Pleasant St,Somerville,Yes,19,358.919278835753,233.042716063295
195,2019-09-08,26,15,-11,Sunday,Child St at North St,Cambridge,Yes,23,5.43382746455848,320.557981537446
196,2019-09-08,2,6,4,Sunday,Roxbury YMCA - Warren St at MLK Blvd,Boston,Yes,10,15.0760910233606,1318.39063658606
197,2019-09-08,7,11,4,Sunday,MLK Blvd at Washington St,Boston,Yes,15,9.70209507469768,740.288915945268
199,2019-09-08,4,3,-1,Sunday,Uphams Corner T Stop - Magnolia St at Dudley St,Boston,Yes,0,403.772180428641,1452.08949442912
200,2019-09-08,19,17,-2,Sunday,Washington St at Melnea Cass Blvd,Boston,Yes,19,2.02144748019149,12.8101199713004
201,2019-09-08,1,1,0,Sunday,NCAAA - Walnut Ave at Crawford St,Boston,Yes,15,5.56333466532569,958.324642435457
202,2019-09-08,1,1,0,Sunday,Grove Hall Library - 41 Geneva Ave,Boston,Yes,15,184.987020246131,1798.0880664378
203,2019-09-08,2,3,1,Sunday,Columbia Rd at Ceylon St,Boston,Yes,15,6.97552811435747,1396.08532624848
204,2019-09-08,5,8,3,Sunday,Walnut Ave at Warren St,Boston,Yes,0,8.76506539702974,625.853755813691
205,2019-09-08,5,3,-2,Sunday,Bowdoin St at Quincy St,Boston,Yes,15,114.765153086824,911.019492158509
206,2019-09-08,29,15,-14,Sunday,Government Center - Cambridge St at Court St,Boston,Yes,23,221.67774869365,57.5234672091748
208,2019-09-08,5,10,5,Sunday,Oak Square - 615 Washington St,Boston,Yes,15,8.96204669892582,1157.64851769617
209,2019-09-08,1,0,-1,Sunday,Chelsea St at Saratoga St,Boston,Yes,15,163.362992938047,373.789655433085
210,2019-09-08,7,5,-2,Sunday,Bennington St at Byron St,Boston,Yes,15,7.63195008662466,701.859240849723
211,2019-09-08,16,13,-3,Sunday,Piers Park,NA,NA,NA,1.33768885282733,592.853920322757
212,2019-09-08,19,21,2,Sunday,Maverick Square - Lewis Mall,Boston,Yes,33,100.249345033905,23.2581376309396
213,2019-09-08,2,3,1,Sunday,East Boston Neighborhood Health Center - 20 Maverick Square,Boston,Yes,16,78.1038743648066,61.5490046099542
214,2019-09-08,17,16,-1,Sunday,Airport T Stop - Bremen St at Brooks St,Boston,Yes,11,1.6854907297311,140.529041723273
215,2019-09-08,12,12,0,Sunday,The Eddy - New St at Sumner St,Boston,Yes,15,17.9164318396774,427.449566839784
216,2019-09-08,1,1,0,Sunday,Glendon St at Condor St,Boston,Yes,0,43.2866030958149,676.90157861036
